OID,feature_name,feature_class,state_alpha,state_numeric,county_name,county_numeric,prim_lat_dec,prim_long_dec,map_name,date_created,date_edited,base_elevation_ft
,Agate Bridge,Arch,AZ,04,Apache,001,34.892250199999999,-109.793725199999997,Adamana,02/08/1980,,5584
,Angels Window,Arch,AZ,04,Coconino,005,36.119999999999997,-111.946944400000007,Cape Royal,02/08/1980,02/23/2010,7723
,Big Hogan,Arch,AZ,04,Navajo,017,36.914166700000003,-110.075555600000001,Mitten Buttes,02/08/1980,09/17/2009,5426
,Eggshell Arch,Arch,AZ,04,Coconino,005,36.681665000000002,-110.790974000000006,Toenleshushe Canyon,02/08/1980,,6122
,Hole in the Rock,Arch,AZ,04,Coconino,005,36.938318700000004,-111.849338399999993,Wrather Arch,02/08/1980,,5994
,Keyhole Natural Bridge,Arch,AZ,04,Coconino,005,36.379982599999998,-112.581020899999999,Fishtail Mesa,02/08/1980,,3642
,Nachi Kulik,Arch,AZ,04,Pima,019,31.600555600000000,-111.707777800000002,Caponera Peak,02/08/1980,06/15/2010,2966
,Miners Arch,Arch,AZ,04,La Paz,012,34.164166700000003,-113.855555600000002,Swansea,02/08/1980,05/25/2010,1486
,Natural Arch,Arch,AZ,04,Navajo,017,36.762777800000002,-110.140833299999997,Agathla Peak,02/08/1980,01/22/2010,5574
,Pine Tree Arch,Arch,AZ,04,Navajo,017,36.902777800000003,-110.169166700000005,Mystery Valley,06/27/1984,09/24/2009,5689
,Forbidden Arch,Arch,AZ,04,Apache,001,36.958452999999999,-109.881709000000001,Rooster Rock,02/08/1980,01/22/2010,5026
,Needles Eye,Arch,AZ,04,La Paz,012,33.280311500000003,-114.562731200000002,Cibola SE,02/08/1980,05/25/2010,2477
,Onyx Bridge,Arch,AZ,04,Apache,001,35.108611099999997,-109.792222199999998,Kachina Point,02/08/1980,10/02/2009,5538
,Owl Head,Arch,AZ,04,La Paz,012,33.442255400000001,-113.916045800000006,Owl Head,02/08/1980,05/25/2010,2461
,Rock Window,Arch,AZ,04,Apache,001,36.622223099999999,-109.560941400000004,Little Round Rock,02/08/1980,,5564
,Royal Arch,Arch,AZ,04,La Paz,012,33.398611099999997,-113.663333300000005,Coyote Peak,02/08/1980,05/25/2010,1676
,Slit Rock,Arch,AZ,04,Pima,019,31.822295499999999,-112.611813699999999,Menagers Lake,02/08/1980,,2260
,Suns Eye,Arch,AZ,04,Navajo,017,36.915555599999998,-110.081666700000000,Mitten Buttes,02/08/1980,09/17/2009,5476
,The Eagles Eye,Arch,AZ,04,La Paz,012,33.594475400000000,-113.903825499999996,New Water Mountains,02/08/1980,05/25/2010,2421
,The Window,Arch,AZ,04,Apache,001,36.108333299999998,-109.396111099999999,Three Turkey Canyon,02/08/1980,10/02/2009,6240
,White Mesa Arch,Arch,AZ,04,Coconino,005,36.473884800000000,-110.975145499999996,White Mesa Arch,02/08/1980,,6624
,Window Rock,Arch,AZ,04,Apache,001,35.682795200000001,-109.048981699999999,Window Rock,02/08/1980,,7054
,Window Rock,Arch,AZ,04,Apache,001,36.279168300000002,-109.689555100000007,Many Farms SW,02/08/1980,,5735
,Window Rock,Arch,AZ,04,Apache,001,36.496667500000001,-109.558163100000002,Many Farms NE,02/08/1980,11/08/2011,5827
,Window Rock,Arch,AZ,04,Apache,001,36.891112399999997,-109.572333000000000,Walker Creek Reservoir,02/08/1980,,5033
,Window Rock,Arch,AZ,04,Apache,001,36.388334499999999,-109.685110300000005,Windy Valley,02/08/1980,11/08/2011,5600
,Wrather Arch,Arch,AZ,04,Coconino,005,36.964722199999997,-111.779444400000003,Wrather Arch,02/08/1980,02/23/2010,4216
,Hole in Rock,Arch,AZ,04,Coconino,005,36.570269000000003,-111.410982899999993,Dove Spring,06/27/1984,,5984
,Kolb Arch,Arch,AZ,04,Coconino,005,36.284428300000002,-111.968778499999999,Point Imperial,06/27/1984,11/28/2008,6991
,Alamo Window,Arch,AZ,04,Mohave,015,36.264148300000002,-112.918254300000001,Fern Glen Canyon,06/27/1984,05/13/2010,3294
,Natural Arch,Arch,AZ,04,Mohave,015,35.876375899999999,-113.319653700000003,Granite Park,06/27/1984,05/13/2010,2110
,Arch in the Sky,Arch,AZ,04,Coconino,005,36.899996500000000,-110.992366200000006,Chaiyahi Flat,06/27/1984,10/07/2008,5827
,Hole in the Rock,Arch,AZ,04,Maricopa,013,33.456388900000000,-111.945277800000000,Tempe,06/27/1984,06/15/2010,1352
,Triple Eye,Arch,AZ,04,La Paz,012,33.498646500000000,-113.436864600000007,Eagletail Mountains West,06/27/1984,,2323
,Margaret Arch,Arch,AZ,04,Coconino,005,36.548052499999997,-110.956255799999994,Square Butte,06/27/1984,,6821
,Jett Arch,Arch,AZ,04,Coconino,005,36.962215000000000,-111.168759699999995,Face Canyon,05/01/1989,,4213
,Devils Bridge,Arch,AZ,04,Yavapai,025,34.897637400000001,-111.807497999999995,Wilson Mountain,02/08/1980,05/14/2015,4934
,Fay Canyon Arch,Arch,AZ,04,Yavapai,025,34.909461999999998,-111.860849999999999,Wilson Mountain,02/08/1980,02/06/2015,4908
,Tonto Natural Bridge,Arch,AZ,04,Gila,007,34.320586900000002,-111.456529099999997,Buckhead Mesa,02/08/1980,,4485
,Vultee Arch,Arch,AZ,04,Coconino,005,34.941559400000003,-111.768806400000003,Wilson Mountain,02/08/1980,02/06/2015,5436
,Window Rock,Arch,AZ,04,Pima,019,32.377222199999999,-110.858055600000000,Mount Lemmon,02/08/1980,06/15/2010,7077
,Hartman Natural Bridge,Arch,AZ,04,Coconino,005,36.195262200000002,-111.919886199999993,Walhalla Plateau,06/27/1984,,6073
,Ralph Natural Bridge,Arch,AR,05,Marion,089,36.181388900000002,-92.692499999999995,Yellville,04/30/1980,02/21/2017,820
,Hurricane Creek Natural Bridge,Arch,AR,05,Johnson,071,35.718969899999998,-93.224343200000007,Fort Douglas,09/01/1991,10/14/2009,978
,Alum Cove Natural Bridge,Arch,AR,05,Newton,101,35.862023800000003,-93.233788399999995,Deer,09/01/1991,10/14/2009,1946
,Hartselle Natural Bridge,Arch,AL,01,Morgan,103,34.477222200000000,-86.886666700000006,Hartselle,12/01/2003,10/14/2009,745
,Double Natural Bridges,Arch,AL,01,Wilcox,131,31.878208099999998,-87.660833600000004,Thomasville,12/01/2003,,213
,Natural Bridge of Alabama,Arch,AL,01,Winston,133,34.094160000000002,-87.613339999999994,Lynn,09/04/1980,06/13/2011,689
,Chandler Natural Bridge,Arch,AL,01,St. Clair,115,33.979444399999998,-86.233888899999997,Steele,12/01/2003,01/22/2010,659
,Window Rock,Arch,CO,08,Mesa,077,39.105555600000002,-108.725833300000005,Colorado National Monument,10/13/1978,03/16/2011,5436
,The Keyhole,Arch,CO,08,Larimer,069,40.423055599999998,-105.162499999999994,Masonville,10/13/1978,03/16/2011,5298
,Juanita Arch,Arch,CO,08,Mesa,077,38.574166699999999,-108.893611100000001,Juanita Arch,10/13/1978,03/16/2011,5256
,La Ventana,Arch,CO,08,Saguache,109,37.811944400000002,-106.376111100000003,Twin Mountains,10/13/1978,03/16/2011,8957
,Will Minor Arch,Arch,CO,08,Mesa,077,39.134704200000002,-108.907328100000001,Ruby Canyon,05/01/1993,,5479
,Arch of the Navarro,Arch,CA,06,Mendocino,045,39.191290600000002,-123.765292700000003,Albion,01/19/1981,,0
,Arch Rock,Arch,CA,06,Fresno,019,37.451388899999998,-119.067222200000003,Sharktooth Peak,01/19/1981,11/21/2012,10371
,Arched Rock,Arch,CA,06,Sonoma,097,38.369360399999998,-123.075280100000001,Bodega Head,01/19/1981,02/14/2012,0
,Arched Rock,Arch,CA,06,Sonoma,097,38.432692500000002,-123.126392699999997,Arched Rock,01/19/1981,02/14/2012,82
,Hardy Rock,Arch,CA,06,Mendocino,045,39.706944399999998,-123.807777799999997,Westport,01/19/1981,02/14/2012,0
,Morgan Rock,Arch,CA,06,Mendocino,045,39.917092199999999,-123.947247300000001,Bear Harbor,01/19/1981,02/15/2012,0
,Needle Rock,Arch,CA,06,Mendocino,045,39.944544399999998,-123.968660400000005,Bear Harbor,01/19/1981,01/26/2017,56
,White Rock,Arch,CA,06,Del Norte,015,41.783448000000000,-124.259805799999995,Crescent City OE W,01/19/1981,02/15/2012,62
,Arch Rock,Arch,CA,06,Orange,059,33.587590300000002,-117.867697600000000,Laguna Beach,01/19/1981,02/06/2015,0
,Arch Rock,Arch,CA,06,Ventura,111,34.017226700000002,-119.356502599999999,Anacapa Island,01/19/1981,11/21/2012,0
,Kramer Arch,Arch,CA,06,San Bernardino,071,34.951094099999999,-116.842813500000005,Yermo,01/19/1981,11/28/2016,2579
,Natural Arch,Arch,CA,06,San Bernardino,071,34.881931100000003,-116.100566599999993,Broadwell Mesa,01/19/1981,,2323
,Arch Rock,Arch,CA,06,Riverside,065,33.986394400000002,-116.015555699999993,Malapai Hill,06/14/2000,,3812
,Captain Jacks Bridge,Arch,CA,06,Siskiyou,093,41.746825000000001,-121.493603800000002,Caldwell Butte,01/19/1981,08/25/2011,4403
,Guano Bridge,Arch,CA,06,Siskiyou,093,41.800800000000002,-121.483999999999995,The Panhandle,01/19/1981,08/25/2011,4167
,Irish Bridge,Arch,CA,06,Siskiyou,093,41.730991400000001,-121.517493299999998,Schonchin Butte,01/19/1981,,4610
,Symbol Bridge,Arch,CA,06,Siskiyou,093,41.733491200000003,-121.526382400000003,Schonchin Butte,01/19/1981,,4685
,Death Valley Natural Bridge,Arch,CA,06,Inyo,027,36.284951300000003,-116.765327700000000,Devils Golf Course,06/14/2000,,620
,Arch Rock,Arch,CA,06,Marin,041,37.987222199999998,-122.813333299999996,Double Point,12/01/1991,02/14/2012,59
,Arch Rock,Arch,CA,06,Santa Barbara,083,34.056666700000001,-119.796666700000003,Santa Cruz Island B,01/19/1981,11/21/2012,43
,Natural Bridge,Arch,CA,06,Calaveras,009,38.054644600000003,-120.477142599999993,Columbia,01/19/1981,,1181
,Natural Bridge,Arch,FL,12,Walton,131,30.986593700000000,-86.212170099999994,Gaskin,10/19/1979,02/06/2015,177
,Honopu Arch,Arch,HI,15,Kauai,007,22.166927999999999,-159.671118000000007,Makaha Point,04/01/1994,,243
,Bridge of Tears,Arch,ID,16,Butte,023,43.376849000000000,-113.432788500000001,The Watchman,06/21/1979,,5463
,The Arch,Arch,ID,16,Owyhee,073,42.211015400000001,-115.546745000000001,The Arch,06/21/1979,06/23/2017,4800
,Rainbow Rock,Arch,ID,16,Valley,085,44.985737299999997,-115.597894499999995,Caton Lake,06/21/1979,,6745
,Pomona Natural Bridge,Arch,IL,17,Jackson,077,37.648105800000003,-89.344255899999993,Pomona,09/30/1999,,522
,Rock House Natural Bridge,Arch,KY,21,Russell,207,36.885064000000000,-85.236348500000005,Creelsboro,09/20/1979,,653
,Silvermine Arch,Arch,KY,21,Wolfe,237,37.787306700000002,-83.624355899999998,Pomeroyton,09/20/1979,,1056
,Angel Windows,Arch,KY,21,Wolfe,237,37.800084699999999,-83.596299500000001,Pomeroyton,09/20/1979,,1079
,Castle Arch,Arch,KY,21,Wolfe,237,37.812306900000003,-83.579632300000000,Pomeroyton,09/20/1979,,1010
,Cloud Splitter,Arch,KY,21,Menifee,165,37.837584000000000,-83.620467099999999,Pomeroyton,09/20/1979,,1093
,Double Arch,Arch,KY,21,Powell,197,37.837027700000000,-83.684357899999995,Slade,09/20/1979,,1161
,Grays Arch,Arch,KY,21,Powell,197,37.817306000000002,-83.658245899999997,Slade,09/20/1979,,1010
,Half Moon Arch,Arch,KY,21,Wolfe,237,37.819528599999998,-83.621578200000002,Pomeroyton,09/20/1979,,984
,Nada Arches,Arch,KY,21,Powell,197,37.822027599999998,-83.709636500000002,Slade,09/20/1979,,1184
,Natural Arch,Arch,KY,21,McCreary,147,36.845078100000002,-84.511328000000006,Nevelsville,09/20/1979,03/03/2009,1155
,Natural Bridge,Arch,KY,21,Powell,197,37.772584000000002,-83.684357700000007,Slade,09/20/1979,,1280
,Natural Bridge,Arch,KY,21,McCreary,147,36.670633400000000,-84.517716800000002,Barthell,09/20/1979,08/25/2011,1211
,Owls Window,Arch,KY,21,Powell,197,37.780361700000000,-83.685191200000006,Slade,09/20/1979,,1207
,Princess Arch,Arch,KY,21,Wolfe,237,37.827584100000003,-83.620189300000007,Pomeroyton,09/20/1979,,1138
,Ravens Window,Arch,KY,21,Powell,197,37.835361300000002,-83.667135200000004,Slade,09/20/1979,,1060
,Red-byrd Arch,Arch,KY,21,Wolfe,237,37.814807199999997,-83.550464800000000,Pomeroyton,09/20/1979,,988
,Rock Bridge Arch,Arch,KY,21,Wolfe,237,37.768696499999997,-83.558242699999994,Pomeroyton,09/20/1979,,955
,Sand Gap Arch,Arch,KY,21,Powell,197,37.782305700000002,-83.721303399999996,Slade,09/20/1979,,1260
,Short Creek Arch,Arch,KY,21,Powell,197,37.872582500000000,-83.717970300000005,Slade,09/20/1979,,1040
,Sky Bridge,Arch,KY,21,Wolfe,237,37.818417900000000,-83.580465799999999,Pomeroyton,09/20/1979,12/03/2007,1066
,Slade Twin Arches,Arch,KY,21,Powell,197,37.791944399999998,-83.708611099999999,Slade,09/20/1979,12/14/2006,892
,Star Gap Arch,Arch,KY,21,Powell,197,37.822027800000001,-83.693802700000006,Slade,09/20/1979,,1319
,Turtle Back Arch,Arch,KY,21,Wolfe,237,37.776474200000003,-83.563520699999998,Pomeroyton,09/20/1979,,971
,Whites Branch Arch,Arch,KY,21,Powell,197,37.753417300000002,-83.705191700000000,Slade,09/20/1979,,1230
,Whittleton Arch,Arch,KY,21,Wolfe,237,37.783139700000000,-83.663801599999999,Slade,09/20/1979,,1194
,Hidden Arch,Arch,KY,21,Powell,197,37.788417600000002,-83.643800999999996,Slade,11/01/1991,,1171
,Natural Bridge of New England,Arch,MA,25,Berkshire,003,42.707420399999997,-73.092774899999995,North Adams,08/27/2002,02/12/2015,945
,Arch Rock,Arch,MI,26,Mackinac,097,45.857790799999997,-84.607266699999997,Round Island,04/14/1980,,712
,Clifty Creek Natural Bridge,Arch,MO,29,Maries,125,38.036666699999998,-91.975833300000005,Nagogami Lodge,08/01/1991,06/30/2011,699
,Sandy Creek Natural Bridge,Arch,MO,29,Lincoln,113,39.193055600000001,-91.105833300000000,Eolia,01/01/1991,06/30/2011,541
,DuChien Cave Natural Bridge,Arch,MO,29,Pike,163,39.441388900000000,-91.300833299999994,Frankford,05/01/1990,06/30/2011,699
,Hahatonka Natural Bridge,Arch,MO,29,Camden,029,37.974170000000001,-92.763329999999996,Hahatonka,06/01/1990,05/27/2009,804
,Cassville Natural Bridge,Arch,MO,29,Barry,009,36.618888900000002,-93.781666700000002,Eagle Rock,10/24/1980,06/30/2011,1260
,St James Natural Bridge,Arch,MO,29,Phelps,161,37.981083900000002,-91.574976599999999,Maramec Spring,10/24/1980,02/06/2015,850
,Rock Bridge,Arch,MO,29,Boone,019,38.872536799999999,-92.326018300000001,Ashland,10/24/1980,06/30/2011,617
,Turner Natural Bridge,Arch,MO,29,Shannon,203,37.376435499999999,-91.207353299999994,Bunker,10/24/1980,06/30/2011,1047
,Hole-in-the-Rock,Arch,MT,30,Garfield,033,46.865550300000002,-107.178129400000003,Hole-in-the-Rock,04/04/1980,,3051
,Triple Arches,Arch,MT,30,Flathead,029,48.717475200000003,-113.718170299999997,Logan Pass,04/04/1980,,6181
,The Arch,Arch,MT,30,Judith Basin,045,47.149687100000001,-110.565214900000001,The Arch,04/04/1980,,5531
,Window Rock,Arch,MT,30,Gallatin,031,45.454098100000003,-110.980777300000000,Fridley Peak,04/04/1980,,8350
,The Arch,Arch,NV,32,Lincoln,017,37.921907500000003,-114.110812199999998,Deer Lodge Canyon,12/12/1980,,6480
,Osceola Arch,Arch,NV,32,White Pine,033,39.132721799999999,-114.394723499999998,South Bastian Spring,12/01/1989,,7014
,Lexington Arch,Arch,NV,32,White Pine,033,38.844115799999997,-114.208325299999998,Arch Canyon,12/01/1989,,8451
,Hole in the Mountain,Arch,NV,32,Elko,007,40.947145200000001,-115.123383200000006,Humboldt Peak,08/30/1991,,11010
,Natural Arch,Arch,NV,32,White Pine,033,39.033275400000001,-114.939183200000002,Ward Mountain,12/12/1980,,8530
,Natural Arch,Arch,NV,32,White Pine,033,39.228272799999999,-114.908074299999996,Ely,12/12/1980,,6886
,Natural Bridge,Arch,NM,35,Lincoln,027,34.095637000000004,-104.979155500000005,Ramon SW,11/13/1980,07/19/2010,5085
,Needles Eye,Arch,NM,35,Luna,029,32.126202499999998,-107.613636000000000,Florida Gap,11/13/1980,,6870
,Arch Rock,Arch,NM,35,San Juan,045,36.890833299999997,-107.849166699999998,Mount Nebo,06/01/1992,07/19/2010,6322
,Soda Dam,Arch,NM,35,Sandoval,043,35.791412899999997,-106.686424599999995,Jemez Springs,11/13/1980,08/31/2010,6332
,Teakettle Rock,Arch,NM,35,Rio Arriba,039,36.047499999999999,-106.688888899999995,Jarosa,11/13/1980,07/19/2010,8681
,Natural Bridge of New York,Arch,NY,36,Jefferson,045,44.017279100000003,-76.063538399999999,Dexter,01/01/2000,,269
,Adirondack Natural Stone Bridge,Arch,NY,36,Warren,113,43.747009499999997,-73.853186300000004,Chestertown,01/01/2000,,928
,Natural Bridge,Arch,NC,37,Macon,113,35.029813099999998,-83.332654099999999,Scaly Mountain,06/17/1980,,3261
,Lime Arch Bridge,Arch,OK,40,Pittsburg,121,34.751487200000000,-95.699429600000002,Hartshorne SW,12/18/1979,02/14/2011,666
,Needle Rock,Arch,OR,41,Jackson,029,42.699015699999997,-122.602260200000003,Cascade Gorge,11/28/1980,,2205
,Phantom Natural Bridge,Arch,OR,41,Marion,047,44.787066400000000,-122.244244600000002,Battle Ax,11/28/1980,,4577
,Natural Bridge,Arch,OR,41,Jackson,029,42.889569799999997,-122.465315399999994,Union Creek,04/01/1993,,3205
,Cow Horn Arch,Arch,OR,41,Douglas,019,42.949845099999997,-122.628376900000006,Butler Butte,04/01/1993,,4265
,Natural Bridges,Arch,OR,41,Curry,015,42.188723000000003,-124.368436799999998,Carpenterville,05/01/1989,,0
,Needle Eye,Arch,SD,46,Custer,033,43.841652500000002,-103.546026499999996,Custer,02/13/1980,,6339
,Natural Bridge,Arch,TN,47,Campbell,013,36.447023600000001,-84.056868399999999,La Follette,05/19/1980,,2008
,Big Oven,Arch,TN,47,Cocke,029,36.050376300000003,-83.080711699999995,Parrottsville,05/19/1980,05/27/2009,1201
,Natural Bridge,Arch,TX,48,Collingsworth,087,35.113941099999998,-100.074832599999993,Little Wolf Creek,11/30/1979,,2077
,Natural Arch,Arch,AK,02,Valdez-Cordova (CA),261,60.505000000000003,-142.453055599999999,Bering Glacier C-4,01/01/2000,,3711
,Natural Bridge,Arch,AK,02,Southeast Fairbanks (CA),240,65.068333300000006,-141.117500000000007,Charley River A-1,01/01/2000,,3179
,Ant Knolls,Arch,UT,49,Garfield,017,37.698600800000001,-110.691256800000005,Lost Spring,12/31/1979,,4557
,Shaw Arch,Arch,UT,49,San Juan,037,37.365830500000001,-110.189294500000003,Slickhorn Canyon West,12/31/1979,02/04/2009,4583
,Bowington Arch,Arch,UT,49,Garfield,017,37.776099600000002,-111.394334599999993,Calf Creek,12/31/1979,,5489
,Cliff Arch,Arch,UT,49,Kane,025,37.419712699999998,-111.007656200000000,King Mesa,12/31/1979,,3999
,Cove Arch,Arch,UT,49,Grand,019,38.694147299999997,-109.542618599999997,The Windows Section,12/31/1979,,5443
,Coyote Natural Bridge,Arch,UT,49,Kane,025,37.416101500000003,-111.027656699999994,King Mesa,12/31/1979,,4065
,Delicate Arch,Arch,UT,49,Grand,019,38.742758500000001,-109.494007499999995,Big Bend,12/31/1979,,4606
,Double Arch,Arch,UT,49,Grand,019,38.691647400000001,-109.540674100000004,The Windows Section,12/31/1979,,5292
,Double O Arch,Arch,UT,49,Grand,019,38.799422100000001,-109.620120700000001,Mollie Hogans,12/31/1979,,5522
,Eye of Needle,Arch,UT,49,Beaver,001,38.510791200000000,-113.595805499999997,Wah Wah Summit,12/31/1979,,6637
,Grosvenor Arch,Arch,UT,49,Kane,025,37.456652599999998,-111.831567100000001,Butler Valley,12/31/1979,,6427
,Hawkeye Natural Bridge,Arch,UT,49,San Juan,037,37.112773300000001,-110.746249399999996,Deep Canyon South,12/31/1979,,4701
,Hole in the Rock,Arch,UT,49,Summit,043,40.942449199999999,-110.159598500000001,Hole In The Rock,12/31/1979,,8983
,Hole-in-the-Rock,Arch,UT,49,San Juan,037,38.390540600000001,-109.454003999999998,Kane Springs,12/31/1979,,5082
,Jacob Hamblin Arch,Arch,UT,49,Kane,025,37.418879199999999,-111.043212699999998,King Mesa,12/31/1979,,4209
,Kolob Arch,Arch,UT,49,Washington,053,37.423591100000003,-113.157725600000006,Kolob Arch,12/31/1979,,6083
,Landscape Arch,Arch,UT,49,Grand,019,38.790533699999997,-109.606787100000005,Mollie Hogans,12/31/1979,,5308
,Corona Arch,Arch,UT,49,Grand,019,38.579943000000000,-109.619887000000006,Moab,12/31/1979,02/22/2009,4383
,Looking Glass Rock,Arch,UT,49,San Juan,037,38.275264399999998,-109.405113600000007,La Sal Junction,12/31/1979,,6237
,Navajo Arch,Arch,UT,49,Grand,019,38.791922399999997,-109.609009400000005,Mollie Hogans,12/31/1979,,5482
,Nevills Arch,Arch,UT,49,San Juan,037,37.451943700000001,-109.772905600000001,Snow Flat Spring Cave,12/31/1979,,5518
,South Windows,Arch,UT,49,Grand,019,38.684971500000003,-109.532213100000007,The Windows Section,12/31/1979,11/23/2016,5335
,Partition Arch,Arch,UT,49,Grand,019,38.791922399999997,-109.607620499999996,Mollie Hogans,12/31/1979,,5338
,Phipps Arch,Arch,UT,49,Garfield,017,37.756377600000000,-111.410167999999999,Calf Creek,12/31/1979,,5571
,Pine Tree Arch,Arch,UT,49,Grand,019,38.787478299999997,-109.598453699999993,Mollie Hogans,12/31/1979,,5203
,Pinto Arch,Arch,UT,49,Grand,019,38.582481700000002,-109.626784599999993,Gold Bar Canyon,12/31/1979,,4567
,Pritchett Natural Bridge,Arch,UT,49,Grand,019,38.506094300000001,-109.559283100000002,Moab,12/31/1979,,4836
,Ribbon Arch,Arch,UT,49,Grand,019,38.694702900000003,-109.539563000000001,The Windows Section,12/31/1979,,5574
,Sipapu Bridge,Arch,UT,49,San Juan,037,37.624993400000001,-110.017355199999997,Moss Back Butte,12/31/1979,08/25/2011,6027
,Skyline Arch,Arch,UT,49,Grand,019,38.774423100000000,-109.590120099999993,Mollie Hogans,12/31/1979,,5243
,Sunset Natural Arch,Arch,UT,49,Kane,025,37.375823799999999,-111.048490099999995,King Mesa,12/31/1979,,4564
